monthly_usage_hours,login_frequency,last_login_days,support_tickets,payment_failures,subscription_plan,renewed
25.3,16.85,1.59,2,2,business,1
22.23,16.01,5.2,4,0,growth,1
27.09,21.81,17.48,6,1,growth,0
21.39,20.45,3.67,2,2,business,1
21.75,19.89,8.02,2,1,business,1
17.85,21.12,4.11,0,0,business,1
21.11,23.06,9.97,5,2,growth,0
22.65,13.15,14.7,5,2,growth,0
20.16,18.88,6.88,4,1,growth,0
18.85,16.64,4.1,3,1,growth,1
18.91,16.86,5.48,3,1,growth,0
29.47,19.84,0.58,1,0,business,1
26.65,13.89,4.7,4,2,growth,0
23.88,20.08,14.89,6,2,growth,0
11.96,19.9,8.43,3,1,growth,1
19.7,16.91,6.32,2,1,growth,1
24.86,24.45,7.59,1,0,business,1
22.49,13.79,9.78,4,1,growth,1
26.87,20.21,5.03,2,1,business,1
23.99,13.09,6.06,3,1,growth,0
19.16,23.47,8.04,3,0,business,1
16.75,21.53,2.36,2,1,growth,1
19.58,19.86,3.65,3,0,growth,1
26.21,18.58,6.6,2,0,business,1
24.39,17.28,0.49,1,1,business,1
14.3,21.23,0.87,3,0,growth,1
22.18,17.69,14.94,7,1,growth,0
21.93,19.79,8.21,3,1,business,1
17.41,17.27,6.99,3,0,growth,1
20.28,17.75,3.4,2,1,growth,1
18.8,14.47,12.3,5,2,growth,0
17.04,17.03,1.43,2,0,growth,1
21.94,25.05,3.67,2,0,business,1
21.07,20.73,6.96,2,0,business,1
18.15,20.84,4.16,3,2,growth,1
22.55,15.61,7.25,4,0,growth,1
18.14,19.86,16.8,8,2,starter,0
28.61,19.41,5.98,2,1,business,1
28.35,18.28,3.4,1,1,business,1
23.93,21.6,4.37,1,0,business,1
17.79,16.03,12.95,5,2,growth,0
25.38,17.26,8.21,4,1,growth,0
16.03,16.99,3.1,1,1,growth,1
25.12,18.75,4.74,3,1,business,1
30.69,24.98,10.96,5,1,business,0
23.85,21.88,8.04,3,1,business,1
19.89,18.53,7.64,2,1,growth,1
22.01,22.94,0.94,1,0,business,1
20.84,20.81,4.57,1,2,business,1
30.27,20.61,10.88,3,2,business,0
14.35,20.44,5.25,2,1,growth,1
28.43,18.9,15.99,6,1,growth,0
23.35,17.42,4.56,3,2,growth,0
17.47,21.66,8.69,4,1,growth,1
21.36,19.51,7.51,2,1,business,1
18.31,18.06,11.66,4,3,growth,0
22.42,21.62,10.41,5,2,growth,0
19.07,17.61,7.13,3,1,growth,0
19.51,18.72,6.19,3,1,growth,1
31.69,20.56,5.85,1,0,business,1
16.64,19.98,4.58,3,0,growth,1
20.41,25.77,5.93,3,0,business,1
24.39,22.59,11.84,6,2,growth,0
28.68,20.23,5.41,2,1,business,1
21.96,20.15,14.02,5,2,growth,0
12.49,19.21,10.35,4,0,growth,1
21.71,19.95,1.66,1,2,business,1
20.88,20.47,9.78,3,1,growth,1
20.92,18.79,6.33,3,0,growth,1
20.04,19.09,6.03,2,1,business,1
20.56,14.72,11.36,4,1,growth,0
23.14,18.58,3.75,0,1,business,1
22.57,21.1,1.78,3,1,business,1
17.19,22.99,10.5,4,1,growth,1
21.02,21.31,9.66,4,1,growth,0
19.92,21.74,5.79,2,0,business,1
27.92,21.91,1.3,1,0,business,1
27.84,21.81,2.95,1,0,business,1
20.63,16.69,6.44,3,0,growth,0
24.49,22.33,7.56,3,1,business,1
33.66,22.73,3.62,2,1,enterprise,1
27.24,23.21,8.42,5,2,business,0
19.87,19.44,5.34,3,1,growth,1
25.94,16.11,8.19,3,0,business,1
28.5,20.08,6.95,3,1,business,1
29.6,19.12,2.87,0,1,business,1
31.98,16.33,5.97,2,1,business,0
16.18,16.33,3.66,2,0,growth,1
22.85,18.78,3.16,1,0,business,1
19.95,16.13,13.03,5,2,growth,0
15.78,22.59,8.76,3,1,growth,1
20.92,12.58,3.25,1,0,growth,1
17.74,17.13,17.27,6,2,growth,0
23.06,22.89,6.3,1,0,business,1
21.8,21.54,3.23,1,1,business,1
17.77,16.49,7.33,3,0,growth,0
14.52,14.53,6.02,3,0,growth,1
24.25,17.57,3.69,3,1,business,1
25.68,18.26,3.82,1,0,business,1
22.81,11.99,2.79,1,1,growth,0
22.9,19.67,9.29,4,1,growth,1
25.13,17.13,4.55,3,1,business,1
18.68,20.75,4.12,1,1,business,1
21.89,18.09,7.97,2,0,business,1
15.75,17.18,8.12,3,1,growth,1
24.27,19.04,9.33,4,0,growth,1
14.89,20.85,11.0,5,1,growth,1
26.74,20.14,4.54,1,1,business,0
13.45,15.6,8.15,4,1,starter,1
21.97,19.93,1.28,2,2,business,1
16.96,12.45,14.29,7,3,starter,0
23.2,22.75,6.47,2,1,business,1
25.1,18.56,0.0,3,2,business,1
22.1,16.83,7.04,4,0,growth,0
17.19,17.6,6.88,3,1,growth,1
23.26,23.57,5.12,2,0,business,1
21.3,14.89,6.87,2,1,growth,1
17.17,29.17,8.86,4,0,business,1
20.36,22.26,12.19,5,1,growth,1
23.37,21.62,5.53,2,1,business,1
18.48,10.6,4.69,1,1,growth,0
12.81,13.76,2.44,3,0,starter,1
18.72,19.49,8.97,4,1,growth,1
20.83,16.9,9.87,3,1,growth,0
22.0,17.64,6.99,4,0,growth,0
28.54,13.86,8.12,3,1,business,0
15.96,16.69,6.32,2,2,growth,0
14.57,19.35,8.25,4,0,growth,1
27.57,13.38,2.34,2,1,business,1
21.84,14.64,12.41,5,1,growth,0
18.16,18.11,5.13,3,1,growth,1
28.8,21.86,7.98,5,3,business,0
18.28,17.02,6.18,2,1,growth,1
20.68,17.49,7.31,4,1,growth,0
22.82,19.92,5.78,2,0,business,1
31.02,19.33,7.36,1,0,business,1
21.3,17.31,9.13,4,2,growth,0
17.27,21.66,2.34,2,1,growth,1
22.99,15.81,8.77,4,2,growth,0
20.9,19.85,6.79,3,2,growth,0
23.62,22.77,5.49,2,1,business,1
21.19,16.51,6.48,2,0,growth,1
19.26,16.86,8.88,4,0,growth,0
24.59,25.38,2.62,1,2,business,1
30.29,17.39,5.72,1,1,business,1
26.08,15.18,6.12,2,0,business,0
25.38,27.1,3.63,1,0,business,1
18.26,19.05,4.95,2,0,growth,1
17.97,18.59,5.52,3,2,growth,1
20.6,18.21,4.56,2,1,growth,1
13.6,19.63,3.14,1,1,growth,1
25.39,20.77,6.03,3,1,business,1
23.81,18.22,7.13,5,2,growth,0
21.89,23.32,6.82,1,0,business,1
26.52,13.78,10.34,4,0,growth,0
25.97,15.97,4.18,3,1,business,0
24.98,21.36,5.19,2,1,business,1
18.57,14.53,5.15,2,2,growth,1
30.84,25.2,10.21,2,1,enterprise,0
22.9,15.29,8.4,4,0,growth,1
21.77,20.85,0.41,2,1,business,1
18.31,16.41,3.43,2,1,growth,1
17.27,17.81,3.72,2,0,growth,1
20.27,16.69,7.91,4,0,growth,1
20.83,17.4,10.1,4,2,growth,0
21.11,16.8,10.86,4,1,growth,0
21.68,12.5,7.02,2,1,growth,0
23.52,22.3,10.34,5,1,growth,0
24.37,26.65,5.72,2,2,business,1
17.59,19.51,5.24,2,1,growth,1
28.73,23.82,10.13,3,2,business,0
30.56,26.99,4.98,2,0,enterprise,1
23.09,15.89,13.84,7,2,growth,0
17.77,23.67,2.27,2,2,business,1
29.77,17.41,6.54,4,1,business,0
31.14,13.43,2.68,3,0,business,1
15.55,19.39,5.15,3,0,growth,1
24.11,13.2,7.47,3,1,growth,0
17.09,18.44,6.92,2,0,growth,1
25.68,19.5,4.83,1,0,business,1
22.09,20.97,5.24,2,1,business,1
25.95,23.71,3.97,2,1,business,1
13.61,19.94,9.27,5,1,growth,1
36.31,30.21,7.53,2,1,enterprise,1
20.91,17.05,9.54,4,1,growth,0
35.27,21.48,12.75,5,1,business,0
29.85,20.59,4.8,2,2,business,0
25.25,21.27,7.96,2,0,business,1
14.18,17.86,3.92,2,2,growth,1
26.23,22.12,8.98,3,0,business,1
28.74,15.88,2.2,3,1,business,1
24.0,25.53,2.26,1,2,business,1
18.28,13.31,8.36,3,2,growth,0
26.86,18.79,5.05,2,0,business,1
27.79,34.36,10.93,4,1,enterprise,1
20.62,19.04,7.5,3,1,growth,1
24.61,12.72,4.51,1,1,business,1
20.99,20.57,10.29,4,1,growth,1
23.41,19.07,8.1,2,2,business,0
23.06,15.63,7.26,2,1,business,0
22.59,21.58,12.0,6,1,growth,0
26.41,20.78,6.19,4,0,business,1
19.37,23.11,4.56,2,1,business,1
18.42,23.17,9.14,3,1,growth,1
20.68,16.05,5.04,3,0,growth,1
21.28,19.42,7.55,3,0,growth,1
25.99,19.6,7.73,5,1,growth,0
20.9,23.75,7.21,4,2,business,0
29.38,22.0,4.42,2,2,business,1
32.03,23.0,11.91,4,2,business,0
29.09,24.72,3.77,3,1,business,1
20.37,18.94,2.15,3,1,growth,1
13.46,20.92,13.03,5,2,growth,1
24.27,20.39,13.18,6,2,growth,0
30.13,20.71,1.44,2,1,business,1
28.1,23.54,3.32,1,1,business,1
21.52,20.26,5.48,2,1,business,1
17.61,14.0,8.87,4,1,growth,0
22.78,20.1,8.42,5,2,growth,0
21.97,21.82,2.78,1,0,business,1
24.36,21.94,6.42,2,1,business,1
22.19,17.72,5.85,3,0,growth,1
20.46,16.05,7.21,3,1,growth,1
23.14,20.04,8.9,4,1,growth,1
23.85,19.59,2.66,2,1,business,1
16.75,23.22,7.38,4,1,growth,1
27.79,20.46,12.39,6,2,growth,0
25.71,18.11,3.16,1,1,business,1
16.73,21.71,6.84,4,1,growth,1
22.87,25.11,6.46,4,1,business,1
25.67,21.43,3.73,2,2,business,1
17.27,18.76,7.13,6,1,growth,1
25.13,17.51,4.16,3,1,business,1
29.39,19.38,8.91,3,1,business,0
22.71,20.09,2.76,0,0,business,1
18.69,14.34,7.67,3,1,growth,1
23.13,23.49,7.11,2,0,business,1
17.77,16.75,8.55,4,0,growth,1
28.54,27.34,0.31,3,0,business,1
18.78,22.49,2.93,1,2,business,1
23.16,25.42,3.75,1,0,business,1
26.09,20.22,0.0,2,1,business,1
23.07,19.48,12.05,5,1,growth,0
25.2,15.56,9.08,4,2,growth,0
24.21,15.85,5.75,3,0,growth,1
31.37,17.15,7.54,2,1,business,0
18.22,25.01,1.52,1,1,business,1
15.07,15.09,1.7,2,2,growth,1
21.46,15.66,5.11,2,1,growth,1
20.34,20.35,7.48,3,0,growth,1
28.75,15.6,10.53,3,1,business,0
29.49,22.03,3.55,2,1,business,1
19.25,18.36,3.29,1,2,business,1
27.08,20.54,10.92,4,1,business,0
17.49,16.15,11.09,3,0,growth,1
23.4,18.03,5.62,3,1,business,1
24.09,16.34,9.0,5,2,growth,0
26.87,14.73,1.38,1,0,business,1
17.51,20.24,6.81,3,1,growth,1
24.46,18.72,4.53,3,1,business,0
18.09,18.63,1.98,2,1,growth,1
25.62,20.82,10.1,4,1,business,0
23.13,16.83,9.18,6,1,growth,0
20.43,20.27,5.88,1,0,business,1
13.59,29.02,6.45,3,2,business,1
16.04,21.57,9.03,3,1,growth,1
24.78,22.91,11.62,6,1,growth,0
20.21,17.44,1.72,2,1,growth,1
17.54,15.25,1.21,1,1,growth,1
27.19,16.54,2.28,1,1,business,1
23.19,20.25,2.86,3,0,business,1
22.13,16.76,4.43,2,2,business,1
22.54,23.62,7.67,2,0,business,1
28.01,22.95,6.61,1,2,business,0
30.55,22.23,4.61,2,0,business,1
30.44,20.87,8.34,3,1,business,0
24.83,23.81,2.64,0,0,business,1
20.55,18.64,3.85,3,1,growth,1
26.29,23.36,4.27,2,0,business,1
18.47,17.5,5.98,3,0,growth,1
22.53,24.23,6.48,2,2,business,1
26.67,26.29,7.61,4,0,business,1
17.48,16.71,2.1,1,1,growth,1
19.25,20.45,9.18,4,0,growth,1
21.32,19.77,0.12,2,1,business,1
24.52,12.65,7.15,4,0,growth,0
21.24,18.15,10.49,4,0,growth,1
26.19,16.73,2.55,2,1,business,1
21.9,13.62,5.75,4,0,growth,0
25.5,20.94,4.12,2,1,business,1
21.35,23.0,10.56,3,1,business,1
23.99,20.09,6.62,2,0,business,1
16.94,16.14,4.66,3,0,growth,1
21.22,15.56,2.73,1,1,business,1
24.44,20.58,6.08,2,1,business,0
29.76,20.39,7.11,3,1,business,0
25.05,22.79,7.86,3,1,business,1
19.04,20.57,4.2,2,1,business,1
26.44,18.61,8.74,2,1,business,1
18.52,15.41,10.18,5,2,growth,0
29.19,14.45,3.14,2,1,business,1
16.33,22.46,6.46,3,1,growth,1
24.47,18.7,3.05,1,0,business,1
25.77,20.76,11.01,3,1,business,0
6.46,12.61,11.18,3,2,starter,1
27.81,23.17,7.95,2,1,business,1
11.61,15.82,8.27,4,2,starter,1
25.17,16.05,7.7,4,0,growth,0
24.22,21.71,3.17,1,1,business,1
15.86,25.07,4.33,3,1,growth,1
23.14,15.35,0.44,2,1,growth,1
12.87,19.19,13.12,4,2,growth,1
23.5,20.53,8.9,3,1,business,1
30.36,20.21,7.77,3,1,business,0
20.85,18.13,3.21,4,1,growth,1
24.21,20.51,5.61,2,1,business,1
20.27,13.83,3.34,3,0,growth,0
27.42,18.36,7.85,2,1,business,1
17.41,17.16,14.96,5,2,growth,0
33.57,22.23,9.08,3,0,business,1
26.44,22.4,5.51,2,0,business,1
27.81,28.75,3.72,0,0,enterprise,1
21.14,19.91,5.77,3,0,growth,1
23.47,18.41,9.52,4,2,growth,0
24.58,10.68,8.06,3,0,growth,0
18.88,18.07,11.66,5,2,growth,0
24.82,19.78,3.65,2,0,business,1
27.69,12.21,10.35,4,2,growth,0
21.9,16.53,15.65,6,1,growth,0
26.62,20.95,17.78,6,1,growth,0
19.43,15.71,7.32,3,1,growth,0
24.25,16.97,5.76,1,0,business,1
24.44,22.87,8.94,3,1,business,1
18.9,21.03,1.46,1,1,business,1
24.24,16.57,2.88,1,0,business,1
13.26,23.77,5.59,3,1,growth,1
15.04,17.76,6.15,2,0,growth,1
21.94,20.13,2.71,1,1,business,1
18.94,15.47,9.68,3,0,growth,1
15.09,17.11,4.64,3,0,growth,1
22.43,20.74,12.94,5,1,growth,0
24.64,14.25,0.58,3,1,growth,1
22.21,17.47,13.4,6,1,growth,0
17.45,17.12,10.39,3,1,growth,0
21.59,21.29,8.77,5,3,growth,0
15.49,18.07,7.94,2,0,growth,1
28.18,22.84,5.21,3,1,business,1
25.06,19.14,8.86,3,1,business,0
18.62,16.74,6.13,4,1,growth,0
25.21,20.76,4.85,2,1,business,1
17.14,19.1,5.34,3,0,growth,1
15.67,19.48,8.47,3,1,growth,1
28.49,24.63,7.29,3,1,business,1
17.18,18.74,11.32,4,3,growth,0
16.71,19.71,6.18,3,1,growth,1
29.72,23.81,10.24,2,1,business,0
25.6,19.95,4.59,3,2,business,0
10.78,21.58,7.92,2,1,growth,1
16.98,20.92,4.42,4,0,growth,1
17.35,11.25,4.52,2,0,growth,1
25.44,23.84,12.49,4,3,business,0
24.36,19.39,6.89,2,0,business,1
21.04,16.57,1.93,3,2,growth,1
21.81,14.1,9.37,3,1,growth,0
32.53,8.54,3.37,2,1,business,1
17.03,22.9,8.86,3,1,growth,1
21.53,24.23,8.39,3,1,business,1
20.62,12.56,15.71,6,1,starter,0
17.26,21.84,11.74,6,2,growth,0
29.92,22.27,7.89,1,1,business,1
16.34,13.03,5.92,2,2,growth,1
20.95,17.27,4.55,2,1,growth,1
20.44,17.52,8.38,4,1,growth,0
24.1,27.06,8.91,4,1,business,1
28.89,30.33,10.48,4,2,business,0
16.03,21.07,7.99,4,0,growth,1
23.91,13.21,4.66,3,1,growth,0
27.49,17.49,9.71,2,1,business,0
29.19,15.67,8.62,4,1,business,0
25.28,23.06,3.84,1,2,business,1
16.75,18.39,2.86,2,1,growth,1
27.41,21.64,2.44,1,0,business,1
12.79,18.33,6.61,2,0,growth,1
17.76,14.99,5.18,2,2,growth,0
24.36,21.81,6.87,2,0,business,1
25.4,21.53,1.95,2,1,business,1
23.83,15.62,3.15,2,0,business,1
19.5,24.49,6.56,4,1,growth,1
17.72,17.71,8.26,3,0,growth,1
18.26,24.95,4.66,3,0,business,1
26.0,20.17,8.21,2,0,business,1
21.51,16.35,4.82,3,0,growth,1
23.21,16.87,4.69,3,0,growth,1
32.72,23.6,3.52,2,0,enterprise,1
12.5,22.81,3.2,2,1,growth,1
20.65,18.82,6.42,3,1,growth,1
27.31,19.56,13.71,4,3,business,0
19.85,26.0,3.52,0,1,business,1
22.54,15.66,11.41,4,1,growth,0
20.15,17.82,3.28,2,1,growth,1
24.38,17.55,0.31,3,2,business,1
16.17,21.77,9.85,3,0,growth,1
22.5,16.29,8.49,4,1,growth,0
15.82,18.21,8.86,4,0,growth,1
18.92,16.62,7.12,4,0,growth,1
26.51,21.29,3.44,1,1,business,1
32.7,15.76,8.46,4,1,business,0
26.97,18.43,10.32,4,2,business,0
20.43,17.51,11.28,3,0,growth,1
25.0,25.76,2.16,0,0,enterprise,1
20.44,20.09,4.27,3,0,growth,1
14.84,17.56,7.57,4,1,growth,1
25.84,20.83,6.04,3,1,business,1
25.94,15.49,4.21,2,0,business,1
22.1,11.28,3.72,3,0,growth,1
30.2,24.55,6.26,2,1,business,1
23.91,21.07,6.51,1,1,business,1
21.69,21.23,5.6,2,0,business,1
21.86,16.47,2.21,2,1,growth,1
16.77,16.06,3.29,1,1,growth,1
22.95,22.0,5.56,2,1,business,1
26.7,20.98,2.94,1,0,business,1
20.77,19.58,11.2,4,3,growth,0
15.75,17.07,0.89,3,0,growth,1
24.67,18.32,4.6,2,0,business,1
19.33,21.51,3.31,1,1,business,1
17.87,19.44,7.56,3,0,growth,1
30.44,23.93,6.11,2,0,business,1
17.16,23.03,4.94,2,1,business,1
28.0,15.78,7.84,2,0,business,0
30.32,22.47,14.88,5,2,business,0
16.42,23.3,6.75,4,1,growth,1
17.02,18.25,11.4,4,2,growth,1
25.07,19.37,5.46,1,0,business,1
23.54,10.58,3.85,1,1,growth,1
27.07,15.41,7.96,4,0,growth,0
28.81,16.84,5.21,3,2,business,0
16.31,13.67,3.3,2,0,growth,1
18.98,18.95,4.92,2,1,growth,1
24.56,23.63,12.38,4,3,business,0
25.73,21.66,13.21,6,2,growth,0
21.48,17.16,2.91,1,1,business,1
22.81,14.34,11.88,5,1,growth,0
21.42,19.57,1.88,1,0,business,1
20.09,17.61,5.35,3,1,growth,1
17.55,15.37,7.2,4,2,growth,0
21.37,17.93,9.21,4,1,growth,0
21.9,13.0,7.12,4,1,growth,0
30.52,15.55,7.11,3,0,business,0
31.87,20.54,11.57,5,2,business,0
21.32,22.23,5.48,1,0,business,1
21.84,16.87,8.71,4,0,growth,1
23.81,16.86,9.17,5,2,growth,0
12.98,27.71,7.83,2,1,business,1
14.78,16.5,8.26,3,2,growth,0
18.18,12.94,3.93,3,0,growth,1
18.36,11.92,5.77,4,0,growth,0
17.51,12.95,4.68,2,0,growth,0
26.52,14.66,1.97,1,0,business,1
21.99,22.36,4.17,0,1,business,1
16.48,21.46,6.14,3,0,growth,1
22.77,18.18,4.44,1,1,business,1
18.65,16.55,5.19,3,0,growth,1
27.26,17.35,4.07,3,1,business,1
26.15,19.56,0.0,1,0,business,1
13.56,17.92,4.59,1,0,growth,1
23.88,12.92,3.54,1,1,business,1
24.15,15.67,2.56,1,0,business,1
28.81,24.36,4.93,3,0,business,1
23.66,22.61,6.55,5,0,growth,1
21.74,22.62,7.66,3,1,business,1
25.48,16.98,13.44,7,1,growth,0
19.3,18.85,20.48,8,1,starter,0
19.33,22.91,9.42,5,1,growth,1
15.13,19.38,6.72,3,0,growth,1
16.72,30.1,5.06,3,0,business,1
26.29,21.09,7.78,1,0,business,1
24.38,13.39,5.66,3,1,growth,0
28.01,20.31,17.69,6,1,growth,0
26.02,18.72,3.89,2,0,business,1
24.76,22.96,2.32,1,1,business,1
26.43,10.56,10.87,5,1,growth,0
16.9,21.5,4.89,3,0,growth,1
20.78,17.41,5.37,3,0,growth,1
28.76,27.57,1.72,0,0,enterprise,1
27.67,23.11,4.69,3,1,business,1
18.79,7.99,9.25,3,0,growth,0
21.5,12.64,2.65,2,0,growth,1
24.88,25.8,8.44,2,0,business,1
14.82,21.05,5.3,1,2,growth,1
23.58,16.95,3.74,3,0,growth,1
16.94,15.53,3.61,2,1,growth,1
19.98,16.9,1.66,3,1,growth,1
20.43,14.26,3.34,1,0,growth,1
22.58,14.01,4.3,2,1,growth,0
20.03,18.46,20.54,8,1,starter,0
25.54,19.02,10.54,5,2,growth,0
20.41,19.84,7.31,3,0,growth,1
26.34,17.08,10.61,5,2,growth,0
22.21,20.61,6.14,3,1,business,1
11.36,17.47,9.19,5,3,starter,1
23.72,20.9,9.49,4,2,business,0
13.49,17.05,8.42,5,1,starter,1
24.69,19.98,4.18,1,0,business,1
20.81,20.48,3.27,4,1,growth,1
20.59,19.12,4.5,2,1,business,1
25.18,21.15,5.73,2,0,business,1
26.95,17.07,7.25,3,1,business,1
17.46,13.24,5.23,1,1,growth,1
29.36,24.03,3.52,1,0,enterprise,1
22.59,15.83,1.68,2,2,growth,0
22.75,17.8,9.01,5,2,growth,0
20.15,17.87,6.11,3,1,growth,1
26.66,18.13,9.83,5,1,growth,0
20.62,14.79,7.98,3,1,growth,0
21.35,21.94,5.33,2,0,business,1
18.66,23.48,10.53,5,2,growth,1
29.48,21.06,1.59,1,1,business,1
32.38,17.88,14.09,6,1,business,0
14.8,13.74,8.42,4,1,starter,0
14.63,17.66,5.34,3,1,growth,1
25.93,14.15,7.62,4,0,growth,0
17.31,19.9,3.24,1,2,business,1
22.16,16.53,14.05,6,1,growth,0
27.75,15.53,11.81,4,2,growth,0
27.85,18.81,4.99,2,0,business,1
13.7,17.74,4.24,1,0,growth,1
22.95,18.34,2.68,0,1,business,1
19.34,18.49,12.0,4,2,growth,0
13.38,18.82,5.58,3,1,growth,1
18.48,25.85,7.04,3,2,business,1
26.14,19.08,16.39,6,2,growth,0
30.89,21.96,13.21,5,1,business,0
25.26,22.45,4.35,0,0,business,1
21.81,15.66,8.7,5,2,growth,0
13.51,20.34,8.23,2,0,growth,1
22.17,15.46,5.16,3,1,growth,1
29.24,21.17,4.83,2,1,business,1
18.8,16.53,12.48,6,3,growth,0
23.75,20.15,11.29,4,1,growth,0
21.43,22.64,3.2,2,0,business,1
20.32,17.62,6.58,3,0,growth,1
14.69,21.82,7.49,2,1,growth,1
18.59,21.67,1.61,2,1,business,1
16.04,19.04,4.74,2,0,growth,1
24.05,19.37,2.93,2,1,business,1
20.98,12.75,6.88,2,0,growth,0
19.33,11.72,3.64,3,0,growth,1
26.55,11.31,6.76,3,1,growth,0
17.61,15.19,6.6,3,1,growth,0
18.71,20.11,1.81,1,2,business,1
18.51,20.28,10.8,5,3,growth,0
21.7,19.76,12.3,5,2,growth,0
20.88,17.51,6.66,2,1,growth,0
16.12,16.91,7.85,3,1,growth,1
25.41,25.04,0.61,2,0,business,1
17.34,22.04,3.33,2,1,business,1
23.23,17.64,9.81,4,0,growth,0
26.04,15.64,7.49,3,1,business,0
18.21,17.68,7.98,3,1,growth,1
22.21,17.8,10.53,4,1,growth,0
19.61,22.24,9.3,3,1,business,1
24.6,18.96,11.77,5,2,growth,0
28.23,20.09,1.75,0,1,business,1
23.1,22.97,8.88,2,1,business,1
30.05,17.97,10.48,5,1,business,0
29.11,23.26,9.2,4,1,business,0
23.28,18.28,10.15,4,2,growth,0
24.32,14.15,6.84,3,0,growth,0
24.82,24.29,5.5,1,1,business,1
20.34,14.48,9.78,5,3,growth,0
25.33,29.09,5.44,2,0,business,1
30.55,22.56,2.55,2,0,business,1
11.95,15.8,7.63,3,0,growth,1
27.77,15.5,6.73,3,0,business,1
16.19,16.27,8.06,4,0,growth,1
35.25,17.08,3.31,1,1,enterprise,1
9.67,15.71,5.97,2,1,growth,1
17.54,19.46,15.56,7,2,starter,0
19.39,19.69,3.09,1,2,business,1
22.2,16.98,15.29,7,1,growth,0
21.23,13.76,9.18,4,2,growth,0
22.04,24.92,5.1,1,1,business,1
22.41,17.11,9.01,3,1,growth,0
20.91,17.57,9.25,5,1,growth,0
22.54,19.89,7.44,6,2,growth,0
26.13,23.45,1.43,2,0,business,1
26.39,18.86,7.37,1,0,business,1
22.16,16.94,11.79,3,1,growth,0
19.94,17.86,6.53,2,2,growth,1
14.68,14.86,4.11,1,0,growth,1
25.6,20.22,8.93,4,1,business,0
27.8,21.37,5.62,1,1,business,0
18.25,24.95,7.69,3,0,business,1
20.72,21.33,1.03,2,1,business,1
20.93,21.03,2.66,2,0,business,1
21.6,20.02,3.61,2,2,business,1
20.11,24.45,4.61,2,1,business,1
24.77,26.87,10.5,3,3,business,0
22.34,19.28,10.23,3,1,business,0
23.26,12.33,3.34,0,0,business,1
23.13,12.37,5.07,1,0,growth,1
22.72,24.23,4.95,2,1,business,1
24.77,16.17,5.03,3,0,growth,0
22.88,19.49,7.12,3,1,business,1
16.46,27.42,3.13,3,1,business,1
30.63,26.67,5.62,1,2,enterprise,1
26.33,21.12,5.0,2,1,business,1
16.8,18.13,19.23,8,2,starter,0
28.18,22.75,6.95,4,1,business,1
17.19,13.81,3.38,2,1,growth,1
24.49,20.26,10.52,6,2,growth,0
22.82,14.78,3.27,3,1,growth,0
19.54,25.34,9.26,3,1,business,1
28.89,20.01,6.08,1,1,business,0
11.96,21.7,4.57,1,1,growth,1
30.01,23.76,8.72,2,1,business,1
17.56,20.92,6.63,3,0,growth,1
22.21,22.03,8.9,4,2,business,0
24.48,22.82,4.47,1,1,business,1
28.45,23.09,12.3,3,2,business,0
16.71,19.23,14.22,6,2,growth,0
29.06,22.33,5.21,1,2,business,1
16.44,13.61,13.21,6,2,starter,0
21.69,25.47,9.99,5,2,business,1
22.15,23.86,7.43,2,0,business,1
20.86,16.9,11.96,4,2,growth,0
29.5,20.77,10.25,4,0,business,0
21.1,17.34,8.75,3,1,growth,1
15.01,17.96,11.2,5,2,growth,0
23.92,18.37,5.64,3,1,business,1
19.68,17.81,6.04,2,0,growth,1
17.94,18.29,8.43,4,2,growth,0
14.51,17.76,9.19,3,1,growth,1
21.29,21.97,6.29,4,0,growth,1
23.05,20.44,17.3,6,2,growth,0
27.74,19.36,4.2,1,2,business,0
20.09,16.39,7.39,4,1,growth,0
17.13,25.1,10.11,4,1,growth,1
18.76,17.81,13.92,7,1,starter,0
23.45,18.17,4.65,3,1,business,1
22.96,19.12,12.18,5,2,growth,0
27.26,17.87,0.83,2,2,business,1
24.44,22.63,1.32,1,0,business,1
27.77,15.92,4.67,2,0,business,1
22.54,17.62,8.01,3,1,growth,0
27.56,23.54,6.78,2,0,business,1
16.42,17.26,8.29,3,0,growth,1
18.67,13.46,12.06,4,2,growth,0
19.38,16.91,11.82,6,1,growth,0
23.86,19.17,11.04,5,1,growth,0
23.57,16.31,2.83,1,0,business,1
24.11,18.72,6.35,4,0,growth,1
16.32,17.37,5.34,2,1,growth,1
22.28,22.03,6.79,2,1,business,1
28.85,18.25,5.72,2,0,business,1
19.77,15.39,3.62,2,0,growth,1
28.9,19.79,5.68,3,2,business,0
14.36,19.6,15.06,6,2,starter,1
21.16,18.45,1.58,1,1,business,1
23.5,23.42,4.15,3,0,business,1
24.96,12.56,9.91,5,2,growth,0
18.67,17.51,10.55,4,2,growth,0
18.49,26.43,6.73,2,0,business,1
32.47,22.11,3.33,0,0,enterprise,1
23.1,23.01,6.23,1,1,business,1
18.61,19.82,3.33,2,2,growth,1
21.14,21.32,4.13,3,0,business,1
22.53,14.1,14.83,6,2,growth,0
20.65,22.46,9.55,5,1,growth,1
18.21,16.96,7.08,3,0,growth,1
20.7,16.44,3.77,2,0,growth,1
23.57,19.3,3.71,1,1,business,1
19.5,21.24,7.5,5,1,growth,1
30.57,14.58,4.9,1,0,business,1
24.18,16.73,2.52,3,1,growth,1
17.54,18.1,17.43,7,2,starter,0
